P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Bathrooms,Car_Parking,Status,Product_link,Area_in_sqr_feet,Price_per_sqr_feet
P_741,Raj Kumar Associate,14500000,3,Resale,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-navniti-apartment-indraprastha-extension-new-delhi-pdpid-4d4235303833353837,1400,8788
P_742,Capcloud Developers,6700000,3,New Property,2,East,Unfurnished,Freehold,3,1,Under Construction,,115,5956
P_743,Future Properties Solutions Pvt. Ltd.,100000000,4,New Property,2,North - East,Semi-Furnished,Freehold,5,3,Under Construction,https://www.magicbricks.com/panchsheel-enclave-panchsheel-park-new-delhi-pdpid-4d4235313733363333,4500,22222
P_744,OM Documentation & Associates,4060000,3,New Property,1,East,Furnished,Freehold,2,1,Ready to Move,,780,5141
P_745,Ideal Property Solutions,349900000,5,New Property,0,East,Semi-Furnished,Freehold,5,3,Under Construction,https://www.magicbricks.com/shanti-niketan-moti-bagh-new-delhi-pdpid-4d4235313733303039,4500,76901
P_746,NE3V Buildcon Pvt Ltd,153300000,3,New Property,3,North - East,Semi-Furnished,Freehold,3,2,Under Construction,https://www.magicbricks.com/godrej-connaught-one-connaught-place-new-delhi-pdpid-4d4235333332333433,2413,63531
P_747,Vishal,1400000,1,New Property,1,North - West,Semi-Furnished,Freehold,1,1,Ready to Move,,430,3111
P_748,Vasant Realtors  A Capital Corpus Group,6200000,3,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,855,6889
P_749,Vasant Realtors  A Capital Corpus Group,12000000,3,New Property,1,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,150,8889
P_750,Vasant Realtors  A Capital Corpus Group,18000000,2,Resale,3,North - East,Semi-Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-flats-vasant-kunj-vasant-kunj-new-delhi-pdpid-4d4235303333323130,1200,15652
P_751,Shubham  Properties,7500000,3,New Property,1,East,Unfurnished,Power Of Attorney,3,1,Ready to Move,,1200,5769
P_752,Shubham  Properties,11000000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/vishwakarma-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303834303130,1350,7586
P_753,Shubham  Properties,23500000,4,Resale,2,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/chandanwari-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303130373730,1800,11750
P_754,Shubham  Properties,27500000,3,Resale,0,East,Furnished,Freehold,2,1,Ready to Move,,1575,17460
P_755,Manoj Kumar,16500000,3,Resale,3,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/him-hit-sadbhavna-apartments-dwarka-sector-22-new-delhi-pdpid-4d4235303333353433,1650,9167
P_756,Pawan  Singh,4600000,3,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,890,5111
P_757,Satish Builder & Broker,3400000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,,700,4722
P_758,Realty Mantra,26000000,3,New Property,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1150,20800
P_759,R J Associates,187000000,3,New Property,5,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/godrej-connaught-one-connaught-place-new-delhi-pdpid-4d4235333332333433,2201,85000
P_760,Global Realitiez,100000000,4,New Property,3,South - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2800,35714
P_761,Dream Property,36000000,4,New Property,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,1872,19231
P_762,arjun kumar,2300000,2,New Property,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,450,2556
P_763,Aggarwal Associates,4500000,2,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,680,6522
P_764,Prem Homes,1510000,1,New Property,4,East,Semi-Furnished,Freehold,1,1,Ready to Move,,380,3778
P_765,Cushman and Wakefield,39700000,3,New Property,6,East,Semi-Furnished,Freehold,3,1,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1161,17996
P_766,Laxmi Kant  Sharma,4750000,3,New Property,3,North - East,Unfurnished,Freehold,2,1,Under Construction,,100,5026
P_767,Bundela Group,29900000,4,New Property,6,East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/guru-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130383231,2500,10679
P_768,Sharma Estates,160000000,3,New Property,3,North - East,Semi-Furnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/godrej-connaught-one-connaught-place-new-delhi-pdpid-4d4235333332333433,2562,62451
P_769,Parmar Properties,11000000,2,Resale,3,North - East,Unfurnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-dwarkadheesh-apartment-dwarka-sector-12-new-delhi-pdpid-4d4235303130383833,1100,10000
P_770,Parmar Properties,35000000,4,New Property,4,West,Semi-Furnished,Freehold,3,1,Ready to Move,,2000,17073
P_771,Milan Properties and Builders,2200000,1,Resale,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,425,4889
P_772,Vaastu Villas Pvt. Ltd.,40000000,4,New Property,1,East,Furnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/vivek-apartment-vikaspuri-new-delhi-pdpid-4d4235303835323835,2100,17391
P_773,Janta Homes 1,2300000,2,New Property,0,East,Semi-Furnished,Freehold,2,1,Ready to Move,,590,3538
P_774,Janta Homes 2,15500000,2,Resale,1,North - East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-munirka-munirka-new-delhi-pdpid-4d4235303336333534,1000,12917
P_775,Janta Homes 3,17500000,3,Resale,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,950,18421
P_776,Janta Homes 4,70000000,4,New Property,1,North - East,Semi-Furnished,Freehold,4,3,Ready to Move,,2700,23333
P_777,Janta Homes 5,40000000,3,New Property,0,North - East,Unfurnished,Freehold,4,2,Ready to Move,,208,21368
P_778,Janta Homes 6,23500000,4,Resale,3,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/diamond-square-dwarka-sector-6-new-delhi-pdpid-4d4235303131333839,1900,10682
P_779,Property Experts,21000000,3,Resale,7,West,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/engineers-apartment-dwarka-new-delhi-pdpid-4d4235303333333139,1900,10000
P_780,Kapoor Properties,52000000,3,New Property,15,East,Furnished,Freehold,3,1,Under Construction,,3300,15758
P_781,Vishal Rajput,6000000,3,New Property,3,North,Semi-Furnished,Freehold,2,1,Ready to Move,,900,10000
P_782,Link Properties Pvt. Ltd.,39000000,4,Resale,9,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/majestic-apartments-dwarka-sector-18-new-delhi-pdpid-4d4235303131313636,3000,10263
P_783,Link Properties Pvt. Ltd.,21000000,3,Resale,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1250,15556
P_784,Link Properties Pvt. Ltd.,20000000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,140,15873
P_785,Link Properties Pvt. Ltd.,28500000,3,New Property,3,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1200,19792
P_786,N S Estate Developers,4950000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1100,4125
P_787,Ashiyana Associates,20000000,3,New Property,1,South - East,Semi-Furnished,Freehold,3,1,Ready to Move,,1080,17778
P_788,Sushil  Mishra,2089999,2,New Property,1,North - East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/rama-park-apartment-dwarka-mor-new-delhi-pdpid-4d4235313730323033,500,3800
P_789,Sushil  Mishra,30000000,3,New Property,1,South,Unfurnished,Freehold,3,2,Ready to Move,,200,16667
P_790,Sushil  Mishra,2900000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/sb-residency-dwarka-mor-new-delhi-pdpid-4d4235313134353633,700,4143
P_791,Sushil  Mishra,18000000,3,Resale,0,North,Unfurnished,Freehold,2,1,Ready to Move,,1400,12414
P_792,Singh Associates,180000000,4,New Property,0,North - East,Unfurnished,Freehold,5,4,Ready to Move,,600,44444
P_793,Singh Associates,147500000,4,Resale,1,North,Semi-Furnished,Freehold,5,3,Ready to Move,,7200,20486
P_794,Mangalam Infratech,18800000,3,Resale,4,North,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/kesarwani-apartment-dwarka-sector-5-new-delhi-pdpid-4d4235303131303135,2000,8952
P_795,Mangalam Infratech,40000000,3,New Property,1,North - East,Unfurnished,Freehold,3,2,Ready to Move,,1400,22222
P_796,Mangalam Infratech,47500000,4,New Property,3,North - East,Unfurnished,Freehold,4,1,Ready to Move,,1800,10000
P_797,Mangalam Infratech,18000000,3,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,1125,16000
P_798,Mangalam Infratech,41500000,3,Resale,0,North - East,Unfurnished,Freehold,3,1,Ready to Move,,1800,18864
P_799,Bhagirathi Real Estate,60000000,4,New Property,3,North - East,Semi-Furnished,Freehold,4,2,Under Construction,,2200,27273
P_800,Bhagirathi Real Estate,7500000,3,New Property,1,North - East,Semi-Furnished,Power Of Attorney,3,1,Ready to Move,,1350,5357
P_801,Bhagirathi Real Estate,9000000,3,New Property,4,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,130,7692
P_802,Bhagirathi Real Estate,2500000,2,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,600,3846
P_803,Bhagirathi Real Estate,29000000,3,New Property,2,East,Semi-Furnished,Freehold,3,2,Ready to Move,,200,16111
P_804,Bhagirathi Real Estate,30000000,4,Resale,2,East,Furnished,Freehold,4,1,Ready to Move,,2000,13333
P_805,Apar Estates,50000000,5,Resale,1,East,Unfurnished,Freehold,4,5,Ready to Move,,400,15483
P_806,Apar Estates,9200000,2,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,,750,11500
P_807,Apar Estates,33000000,3,Resale,0,South,Semi-Furnished,Freehold,3,1,Ready to Move,,200,18333
P_808,Apar Estates,30000000,3,New Property,3,North - East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dda-flats-vasant-kunj-vasant-kunj-new-delhi-pdpid-4d4235303333323130,2000,15000
P_809,Risemax Realty Pvt Ltd,20000000,3,Resale,1,North,Semi-Furnished,Freehold,3,1,Ready to Move,,200,11111
P_810,Risemax Realty Pvt Ltd,21000000,3,New Property,2,East,Unfurnished,Freehold,3,1,Ready to Move,,1350,15556
P_811,Risemax Realty Pvt Ltd,26500000,3,Resale,16,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,1237,16061
P_812,Sahyog Properties,15000000,3,Resale,0,North,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-kd-block-pitampura-new-delhi-pdpid-4d4235303131333138,1000,12500
P_813,Deep Properties,15000000,3,New Property,1,North - West,Semi-Furnished,Power Of Attorney,4,1,Ready to Move,https://www.magicbricks.com/dda-kohinoor-enclave-saket-new-delhi-pdpid-4d4235303735353839,1800,7895
P_814,Deep Properties,13500000,2,Resale,2,North - East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-munirka-munirka-new-delhi-pdpid-4d4235303336333534,1000,11250
P_815,Deep Properties,14600000,3,Resale,5,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-sanskriti-apartments-dwarka-sector-19-new-delhi-pdpid-4d4235303334363439,1650,8588
P_816,Deep Properties,15500000,4,Resale,7,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,1800,9394
P_817,Deep Properties,27000000,4,Resale,1,East,Unfurnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/rajouri-apartments-rajouri-garden-new-delhi-pdpid-4d4235303130363332,2000,13500
P_818,Central Intelligentsia Estate Trading and Development Private Limited,60000000,4,New Property,4,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/hauz-khas-apartment-hauz-khas-new-delhi-pdpid-4d4235303039373830,280,23810
P_819,Central Intelligentsia Estate Trading and Development Private Limited,9000000,3,New Property,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/lamba-rohini-builder-floors-rohini-sector-24-new-delhi-pdpid-4d4235313035373531,60,13064
P_820,Central Intelligentsia Estate Trading and Development Private Limited,9500000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/sree-badrinath-apartment-dwarka-new-delhi-pdpid-4d4235303131303433,130,8120
P_821,Central Intelligentsia Estate Trading and Development Private Limited,50000000,4,New Property,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,280,18519
P_822,Central Intelligentsia Estate Trading and Development Private Limited,42500000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/south-delhi-builder-floors-greater-kailash-new-delhi-pdpid-4d4235333238363737,1872,22703
P_823,Central Intelligentsia Estate Trading and Development Private Limited,51500000,4,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,3030,16997
P_824,Central Intelligentsia Estate Trading and Development Private Limited,10000000,3,New Property,3,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/palm-green-dwarka-sector-7-new-delhi-pdpid-4d4235333036333537,1323,10000
P_825,Zenith Estates,47500000,4,New Property,1,East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/south-delhi-luxury-floors-greater-kailash-2-new-delhi-pdpid-4d4235333337323339,2250,21111
P_826,Zenith Estates,39700000,3,New Property,6,North - East,Semi-Furnished,Freehold,3,2,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1630,17996
P_827,The Dream House,71000000,4,Resale,2,North,Furnished,Freehold,5,1,Ready to Move,,2200,31556
P_828,Treveni Properties,27500000,4,New Property,7,East,Furnished,Freehold,3,1,Ready to Move,,2200,11000
P_829,Gaurav Associates,16500000,3,Resale,9,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1600,9706
P_830,Bajaj Properties,15800000,3,Resale,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1500,8778
P_831,Arun Associates,2500000,2,New Property,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,500,4167
P_832,Garg Real Estates,45000000,4,New Property,1,East,Semi-Furnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/dda-residential-plots-sector-xii-dwarka-sector-12-new-delhi-pdpid-4d4235303130383434,2016,22321
P_833,Garg Real Estates,35200000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,2206,16000
P_834,Garg Real Estates,32500000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,1901,17096
P_835,Garg Real Estates,8200000,2,Resale,2,East,Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/mangal-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303131313036,1000,7455
P_836,Rawat Construction,55000000,4,Resale,6,South - East,Semi-Furnished,Freehold,5,3,Ready to Move,https://www.magicbricks.com/m2k-victoria-gardens-model-town-new-delhi-pdpid-4d4235303431363539,3485,15782
P_837,Rawat Construction,13500000,3,New Property,2,East,Furnished,Freehold,3,1,Ready to Move,,1700,6667
P_838,Rawat Construction,59500000,4,Resale,3,North - East,Semi-Furnished,Leasehold,4,1,Ready to Move,https://www.magicbricks.com/parsvnath-la-tropicana-civil-lines-new-delhi-pdpid-4d4235313930333137,2500,16856
P_839,Rawat Construction,3600000,3,New Property,3,North,Semi-Furnished,Freehold,2,1,Ready to Move,,700,5000
P_840,Rawat Construction,7000000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,720,8750
P_841,Rahil Constructions,7500000,3,New Property,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,750,9375
P_842,Nupur Associates,6000000,4,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1190,5000
P_843,Suresh Properties (Lamba JI),18200000,3,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/united-friends-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130373535,1600,10111
P_844,Gupta G Property,5000000,2,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,550,9091
P_845,Sawariya Anand Developers,7400000,3,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,700,9867
P_846,Aurum Realty,170000000,4,New Property,4,North - East,Semi-Furnished,Freehold,5,3,Under Construction,,4000,35417
P_847,Rajesh Kumar,3100000,2,New Property,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,630,4769
P_848,Sehrawat Properties Pvt. Ltd.,46000000,4,New Property,0,East,Furnished,Freehold,4,1,Ready to Move,,288,17747
P_849,Sehrawat Properties Pvt. Ltd.,17600000,3,Resale,3,North - East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/cghs-apoorva-apartments-dwarka-sector-5-new-delhi-pdpid-4d4235303131323431,1450,9778
P_850,Puri Build Tech,9000000,3,New Property,1,North - West,Semi-Furnished,Freehold,3,1,Ready to Move,,1050,8182
P_851,B & B Realtors,5500000,2,Resale,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,600,8462
P_852,M P Associates,4000000,2,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,500,7273
P_853,Royal Home Spaces,8000000,3,New Property,2,North,Semi-Furnished,Freehold,3,1,Under Construction,,1125,6400
P_854,Ajit Properties,72500000,4,New Property,21,North,Unfurnished,Freehold,3,1,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,3740,19385
P_855,Sky Real Estate,18000000,3,New Property,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1013,16000
P_856,M D  Sharma,70000000,4,New Property,1,North - East,Unfurnished,Freehold,4,1,Under Construction,https://www.magicbricks.com/panchsheel-enclave-panchsheel-park-new-delhi-pdpid-4d4235313733363333,2300,26923
P_857,Salasar Real Estate,5000000,2,New Property,3,South - East,Semi-Furnished,Freehold,2,1,Ready to Move,,550,8333
P_858,Prop Concern,29900000,2,New Property,3,East,Unfurnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,1450,17037
P_859,Apex Builtech,105000000,4,Resale,1,South -West,Furnished,Freehold,4,3,Under Construction,https://www.magicbricks.com/greater-kailash-luxury-homes-greater-kailash-1-new-delhi-pdpid-4d4235333235383131,2400,38889
P_860,Gupta Properties,20000000,4,New Property,1,North - West,Semi-Furnished,Freehold,3,1,Under Construction,,1150,16667
P_861,Dolphin Real Estates,5400000,2,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,600,8308
P_862,Delhi Dreams Property Consultants,55000000,4,New Property,1,North - East,Furnished,Freehold,4,3,Ready to Move,,3600,13580
P_863,Bharat Raghav,3000000,2,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Under Construction,,630,4762
P_864,SHASHANK SHEKHAR,46900000,2,New Property,10,East,Unfurnished,Freehold,2,2,Under Construction,https://www.magicbricks.com/godrej-south-estate-okhla-new-delhi-pdpid-4d4235313235323335,2234,20994
P_865,Fortune Estate,39000000,3,New Property,4,North - East,Semi-Furnished,Freehold,3,2,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1650,17679
P_866,Sahil Estate,75000000,4,New Property,3,South -West,Unfurnished,Freehold,5,3,Under Construction,https://www.magicbricks.com/new-friends-colony-floors-new-friends-colony-new-delhi-pdpid-4d4235303334313535,2500,16667
P_867,Preeti Buildtech,2200000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,435,4681
P_868,Sukhmani Realtors Private Limited,49000000,4,New Property,4,North - East,Semi-Furnished,Freehold,4,1,Under Construction,,2900,16752
P_869,L Square Ralty,49500000,4,New Property,9,East,Unfurnished,Freehold,4,1,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,2618,18908
P_870,Shree Raman Bihari Estaes,8500000,2,Resale,2,East,Unfurnished,Freehold,2,1,Under Construction,,900,9444
P_871,S K  Mishra,210000000,4,New Property,3,South -West,Semi-Furnished,Freehold,5,1,Under Construction,,6000,30000
P_872,Nice Associates,51900000,3,New Property,3,North - East,Furnished,Freehold,3,1,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,1600,22903
P_873,Suraj Builders (Suraj Jaiswal Buildup Pvt. Ltd.),1450000,1,New Property,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,370,3625
P_874,Private property,7700000,3,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,800,8556
P_875,Apaar  Bhardwaj,105000000,3,New Property,4,East,Semi-Furnished,Freehold,2,1,Under Construction,,2925,35897
P_876,Happy Homes,2400000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,730,3200
P_877,Happy Homes,14500000,3,New Property,3,North - East,Semi-Furnished,Freehold,2,1,Under Construction,,96,16111
P_878,Happy Homes,45000000,4,New Property,0,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2600,10000
P_879,Happy Homes,42000000,4,Resale,0,North - East,Unfurnished,Freehold,5,1,Ready to Move,,2800,14000
P_880,Triton Estates,42500000,4,Resale,7,East,Unfurnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,1579,16234
P_881,Triton Estates,8500000,3,New Property,2,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1000,7727
P_882,Triton Estates,37500000,3,New Property,1,North,Semi-Furnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/rwa-e-2-and-f-block-lajpat-nagar-2-lajpat-nagar-new-delhi-pdpid-4d4235313732323631,1650,20833
P_883,Akvinta Property Consultants,100000000,4,New Property,2,North - East,Semi-Furnished,Freehold,5,2,Under Construction,https://www.magicbricks.com/vasant-vihar-villa-vasant-vihar-new-delhi-pdpid-4d4235303039383238,400,27778
P_884,GEA,55000000,4,New Property,4,East,Semi-Furnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/greater-kailash-luxury-homes-greater-kailash-1-new-delhi-pdpid-4d4235333235383131,2700,20370
P_885,Private property,30000000,3,New Property,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1650,16216
P_886,Awadh Purvanchal Real Estate,18500000,3,Resale,6,North - West,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/sarve-satyam-apartment-dwarka-sector-4-new-delhi-pdpid-4d4235303131303032,1550,10278
P_887,Private property,4700000,3,New Property,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1050,3615
P_888,Private property,20000000,3,Resale,2,North - East,Semi-Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/new-india-apartment-rohini-sector-9-new-delhi-pdpid-4d4235313638373637,1250,14286
P_889,Kulwant & Company,7500000,3,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,750,9375
P_890,Private property,2520000,2,New Property,2,East,Furnished,Freehold,2,1,Ready to Move,,500,4943
P_891,Private property,14000000,2,Resale,0,South - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1050,12174
P_892,Private property,125000000,4,New Property,1,South - East,Unfurnished,Freehold,5,1,Ready to Move,,3600,34722
P_893,Private property,3500000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/saini-builder-floors-uttam-nagar-west-new-delhi-pdpid-4d4235303835343930,650,4667
P_894,Jai Gurudev Constructions and Developers,6100000,2,New Property,0,North,Furnished,Freehold,2,1,Ready to Move,,600,9385
P_895,Property Gallery,55000000,4,Resale,1,North,Unfurnished,Freehold,4,2,Ready to Move,,2000,27500
P_896,J M Realtors & Interiors,19500000,3,Resale,6,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/raj-vihar-apartment-dwarka-sector-18-new-delhi-pdpid-4d4235303130373733,1500,11471
P_897,Sai Darshan Estate,24000000,4,Resale,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/golf-view-apartment-dwarka-sector-19-new-delhi-pdpid-4d4235303734323734,2100,10435
P_898,Private property,26800000,4,Resale,3,North - East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dream-apartments-dwarka-sector-22-new-delhi-pdpid-4d4235303130393335,1850,12182
P_899,Private property,18000000,3,Resale,7,North - East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/mothers-apartment-dwarka-sector-5-new-delhi-pdpid-4d4235303130373137,1750,9231
P_900,Iskon Properties,11000000,2,Resale,3,North - East,Semi-Furnished,Freehold,2,2,Ready to Move,,1000,9167
P_901,Private property,5100000,3,New Property,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,700,6800
P_902,Shiv Estate,17000000,3,Resale,5,North - West,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/celestial-heights-dwarka-sector-2-new-delhi-pdpid-4d4235303330383031,1425,10000
P_903,Relier Realty,25000000,3,Resale,2,East,Unfurnished,Freehold,3,1,Ready to Move,,125,20576
P_904,Sky High Developers,7450000,2,New Property,2,South,Semi-Furnished,Freehold,2,1,Ready to Move,,650,11288
P_905,Gupta Properties,14500000,3,Resale,7,North - East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/sansad-vihar-apartment-dwarka-sector-3-new-delhi-pdpid-4d4235303130363631,1300,9667
P_906,Shri Sai Dwar Real Estate,26000000,4,Resale,2,North - East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/guru-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130383231,2450,10612
P_907,Vikas,16000000,3,Resale,5,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-atulya-apartment-dwarka-sector-18-new-delhi-pdpid-4d4235303130363434,1650,8421
P_908,Private property,35000000,3,New Property,4,East,Semi-Furnished,Freehold,3,1,Under Construction,,1620,21605
P_909,MV Properties,13500000,2,New Property,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,800,13500
P_910,Private property,16900000,3,Resale,5,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/vrindavan-dwarka-dwarka-sector-6-new-delhi-pdpid-4d4235303131333533,1700,9389
P_911,Bajrang Properties & Developers,12000000,3,New Property,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-residential-plots-sector-viii-dwarka-sector-8-new-delhi-pdpid-4d4235313639373835,1080,10909
P_912,P K Properties,4600000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,850,3407
P_913,Shree Sai Dev Bhoomi Uttarakhand Property,4000000,3,Resale,2,North,Furnished,Freehold,2,1,Ready to Move,,900,4211
