P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Society_name,Bathrooms,Car_Parking,Status,Agent_name,Buyers_from_agents,Owner_name,Address,Product_link,Area_in_sqr_feet,Price_per_sqr_feet,Reviews
P_54,Shokeen Estates,2.49 Cr,4,Resale,4,North - East,Semi-Furnished,Freehold,Dream Apartments,3,1,Ready to Move,,100,,"Dream Apartments, Dwarka Sector 22",https://www.magicbricks.com/dream-apartments-dwarka-sector-22-new-delhi-pdpid-4d4235303130393335,2000,"11,318 per sqft",4BHK well furnished big size flat..With full day sunlight inside the flat..Main road facing society..Near to market and metro..
P_55,Original Vastu Properties & Interiors,1.65 Cr,3,Resale,2,North - East,Semi-Furnished,Freehold,Roop Villa Apartment,3,1,Ready to Move,,4000,,"Roop Villa Apartment, DS 19",https://www.magicbricks.com/roop-villa-apartment-dwarka-sector-19-new-delhi-pdpid-4d4235303131323338,1550,"9,429 per sqft",3bhk flat available for sale in dwarka sector 19
P_56,R S Associates,2.85 Cr,4,Resale,8,North - East,Semi-Furnished,Freehold,Railway Apartment,3,1,Ready to Move,,1000,,"Railway Apartment, DS 19",https://www.magicbricks.com/railway-apartment-dwarka-sector-19-new-delhi-pdpid-4d4235303734323835,2000,"12,955 per sqft","This beautiful 4 bhk flat in sector19b dwarka, delhi dwarka is situated in railway line staff cghs, one of the popular residential society in delhi dwarka. This is a northEastFacing property. Containing 4 bedrooms, 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 2400 sq.Ft. This flat is situated on the 8th floor of this 11 floors tall residential building. This 510 years old property is available for immediate possession as the project is ready to move. The well built vitrified flooring enhances the aesthetic appeal of this flat."
P_57,Happy Homez,70 Lac,3,New Property,2,East,Semi-Furnished,Freehold,,2,1,Ready to Move,,3000,,Chattarpur Extension,,1150,"5,469 per sqft","Registry  80 Percent Loan On Road Location 3 BHK Flat and 2 bhk flat Loan and Registery facilityModular Kitchen Available With ChimneyFalse Ceiling in every roomUPVC SlidingLift FacilityHindware fittings and fixtureValet ParkingTerrace Garden with open GYM at terraceCCTV SecurityNear Sultanpur, Chhattarpur, Qutub Minar Metro station.Near Market.Near CSKM School and Govt schoolsHospitals are very near just like Nanda, Yogmaya, Manchanda, Cronus, FortisClub and Gym just took 2 min to reachCall Me For Further Details."
P_58,Symbiosis Infra Pvt Ltd,5.20 Cr,3,New Property,3,,Semi-Furnished,Freehold,Sky Mansion By Risland,4,3,Under Construction,,1000,,"Sky Mansion By Risland, Chhattarpur",https://www.magicbricks.com/sky-mansion-by-risland-chhattarpur-new-delhi-pdpid-4d4235313239323237,2400,"15,975 per sqft","Risland Sky Mansion, an exemplary benchmark of luxury living in the heart of South Delhi, stands as the first 100 meter sky scrapper in the area. One of India’s most premium projects with wellcrafted 3 & 4 bedrooms and penthouses and uninterrupted views of Aravalli Greens."
P_59,Prince Properties,2.13 Cr,1,Resale,9,West,Unfurnished,Freehold,Godrej Prima,1,1,Under Construction,,2500,,"Godrej Prima, Okhla Phase 1",https://www.magicbricks.com/godrej-prima-okhla-phase-1-new-delhi-pdpid-4d4235333334333339,520,"25,850 per sqft","school 5 min away,Delhi public school upcoming Apollo Hospital  proposed  Govind puri metro line"
P_60,Shree Shivam Associates,1.60 Cr,3,Resale,8,North - East,Semi-Furnished,Freehold,,2,1,Ready to Move,,500,,Dwarka Sector 4,,1400,"10,000 per sqft",3bhk flat available for sale in dwarka sector 4
P_61,Panchsheel Homes,3.74 Cr,4,Resale,2,,Semi-Furnished,,,3,1,Ready to Move,,500,,Panchsheel Enclave,,340,"12,222 per sqft",340 yards second floor maintained builder floor with lift. Most valuable floor in great price.Call for more details
P_62,Deepak Magoo 1,3.60 Cr,3,New Property,4,East,Furnished,Freehold,TARC Tripundra,3,,Under Construction,,,,"TARC Tripundra, Bijwasan",https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1406,"16,319 per sqft","In the mid of Green FarmhousesInvestors  EndBuyer FriendlyCloser to IGI Airport, Aero city, Ambience mallDedicated two Car parking space for each unitAll amenities 30000 sq ft club area, 4 swimming poolsAll weather indoor pool, Lap pool, Kids pool  Jacuzzi poolFully loaded kitchen with electrical appliancesFDI Funded Project  BAIN CAPITAL USSouth Delhi  Vasant Vihar AddressVRV Air conditioning and Marble flooring"
P_63,Deepak Magoo 2,95 Lac,2,Resale,1,East,Unfurnished,Freehold,AG1 Pocket Vikaspuri,2,1,Ready to Move, Propdial,,,"AG1 Pocket Vikaspuri, Vikaspuri",https://www.magicbricks.com/ag1-pocket-vikaspuri-vikaspuri-new-delhi-pdpid-4d4235313730383231,560,"13,571 per sqft","1. Property now available in un furnished condition and clients have the option to renovate as per personal priorities and also space available for new construction of 2 more bedrooms 2. Property at walking distance for Uttam Nagar East Metro Station and Uttam Nagar Bus Terminal 3. Good and Nearby Facility of markets, schools and hospitals 4. Huge space inside the society for playing, walking 23 big parks available inside the boundary 5. Main Balcony having excellent view due to on park facing. For more information you can contact us."
P_64,Vikram Properties,2.25 Cr,3,Resale,6,South -West,Unfurnished,Freehold,Saraswati Narmada Ganga Yamuna Apartment,2,2,Ready to Move,,2500,,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",https://www.magicbricks.com/saraswati-narmada-ganga-yamuna-apartment-vasant-kunj-new-delhi-pdpid-4d4235303334363632,1500,"14,062 per sqft","It is a 3 bedroom apartment in DDA Flats Vasant Kunj, New Delhi. it is ready to move in flat located in request. situated in a prominent locality ,it is a 5 10 years old property which is in its prime condition. Aesthetically designed the property has 2 bathrooms.the property has 3 balconies.the flat has a good view of the locality. the flat is a freehold property and has a super built up area of 15001600 sq fit.the flat offers good security.the unit has 2 open parking.The flat has 24 Hours Available water supply and NoRare Powercut and visitor car parking available in front of flat ."
P_65,Kairali Associates,3 Cr,4,Resale,2,North - East,Unfurnished,Co-operative Society,,3,,Ready to Move,,3500,,Alaknanda,,1500,"18,750 per sqft","Residential Apartment available for sale in Narmada Apartment on second floor duplex 4 bedrooms 3 modern washrooms modular kitchen wellmaintained park and sun facing excellent location freehold walking distance from Greater Kailash-2, Alaknanda shoping complex all the amenities available in vicinity."
P_66,India Bhoomi 1,80 Lac,3,New Property,3,North - East,Semi-Furnished,Freehold,,3,1,Ready to Move,,5500,,"Kishangarh, Vasant Kunj",,1100,"6,154 per sqft","North facing, semi furnished flat with modular kitchen lift and car parking."
P_67,India Bhoomi 2,7.60 Cr,4,Resale,3,North - East,Semi-Furnished,Freehold,,4,3,Ready to Move, Noble Property,,,Defence Colony,,2700,"26,207 per sqft","Beautifull 3 side corner 4bhk builder floor is available on sell in defence colony reserved parking seprate driveway for 3 cars parking and lift .very near to market , metrostation and ring road."
P_68,R K Property & Interior,1.91 Cr,3,Resale,3,North - East,Semi-Furnished,Freehold,Veena Apartment,2,1,Ready to Move,,2000,,"Veena Apartment, Dwarka Sector 22",https://www.magicbricks.com/veena-apartment-dwarka-sector-22-new-delhi-pdpid-4d4235303130363432,1600,"10,611 per sqft","A Big Size Flat  Executive Furnished 100  Power Backup, 247 Water Supply, Community Hall, Mandir, Amul Dairy and huge Playing area for Kids  Children this Apartment. All Major Facilities Like Metro  Airport Metro, Mall, Very Well Maintain Parks, Banks, Mother Dairy, Road Trasport playing  Senior Schools Like Mount Carmal, Presidium and Many More All are at Walking distanceNote We Have all Sizes of Dda, Societies, Floors, Plots and Commercial PreLeased Already Rented like Studio Service ApartmentFoodCourts offices ShowroomsBanks to MNC and Reputed Brands With Best Monthly Rental I"
P_69,Goodwill Associates,1.60 Cr,3,Resale,4,North - East,Semi-Furnished,Freehold,Azad Hind Apartments,2,1,Ready to Move,,3500,,"Azad Hind Apartments, Dwarka Sector 9",https://www.magicbricks.com/azad-hind-apartments-dwarka-sector-9-new-delhi-pdpid-4d4235303130383132,1495,"10,000 per sqft","Spacious 3 Bed Room Plus Store, Freehold, Furnished Flat with Huge Bed Room Sizes,  Spacious Drawing , Lshaped Dining Area, Big Balconies,  Marble Flooring,  Vastu Perfect,  Sanitatory Fitted, Gated Community with facility like Power Backup, 24 hrs Water Supply and Car Parking,  Full Air Ventilated, Direct Party to Party Meeting No Hidden Cost Genuine Demand, Flexible Cheque Amount"
P_70,Blue Mango Properties,8.50 Cr,5,Resale,2,East,Unfurnished,Freehold,Emaar Project Commonwealth Games Village 2010,5,3,Ready to Move, Gupta Realty Regd.,,,"Emaar Project Commonwealth Games Village 2010, Akshardham Temple",https://www.magicbricks.com/emaar-project-commonwealth-games-village-2010-akshardham-temple-new-delhi-pdpid-4d4235303735363936,3401,"24,993 per sqft","Price is inclusive of all other charges.Freehold. Bank Approved. Finance available from Nationalized Bank and NBFC. Approved from Delhi Development Authority.Clear Title.No obligation remains on unit holder in lieu of this flat.Sports facility in the complex.Undoubtedly, one of Delhis finest concepts in luxury living with approximately 70 greens and open Landscapes.247 SecuritywaterElectricity"
P_71,Blue Mango Properties,1.15 Cr,2,Resale,2,East,Furnished,Freehold,,2,3,Ready to Move,,7000,,Lajpat Nagar 4,,900,"11,500 per sqft","Prime location, Front Courtyard, open 3 car parking, walking distance from, metro, Ring Road and Amar Colony Market."
P_72,Navigators Estate,3.31 Cr,3,Resale,Ground,South - East,Unfurnished,Freehold,Veera Safdarjung Enclave,3,,Ready to Move,,1500,,"Veera Safdarjung Enclave, Safdarjung Enclave",https://www.magicbricks.com/veera-safdarjung-enclave-safdarjung-enclave-new-delhi-pdpid-4d4235313639373833,1908,"17,348 per sqft","Its builder floor available on sale in Safdarjung enclave ,having three bedroom with attached bathroom drawing and dining separate big balcony one servant quarter one car parking in side if any details pls call me."
P_73,Dezire Properties,3 Cr,3,New Property,1,North,Semi-Furnished,Freehold,,3,2,Ready to Move,,4000,,Chittaranjan Park Block B,,1500,"18,750 per sqft","Brand new 3bhk corner flat with lift, servant quarter and separate gate stilt parking."
P_74,Lucky Realtech Pvt. Ltd.,35 Lac,2,New Property,1,North - East,Semi-Furnished,Freehold,,2,1,Ready to Move,,2500,,Rohini Sector 20,,550,"5,833 per sqft",2 BHK There are many facility available in this rohini sector20 and near Rithala metro station and near school banks market malls in rohini almost many shops and very good visitor park in rohini and all build provided by delhi development authority. 24 hours water and electricity available in rohini very good transport service in rohini and very big schools and computer teaching centre. We have many builder floor in rohini sector 20 Any more information pls contact
P_75,Ayuni Direct Realty,4.08 Cr,3,New Property,5,North - East,Semi-Furnished,Freehold,TARC Tripundra,3,1,Under Construction,,3500,,"TARC Tripundra, Bijwasan",https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,2206,"18,500 per sqft",These Uber Luxury Apartments are mapped out to provide spacious and elegant 3 bhk floor apartments that are included in 3 well planned towers of the height of G10 floorsTARC Tripundra a High Rise Luxury Residential complex is designed to be customercentric. From luscious green parks and kids playgrounds to a 30000 sq ft club these apartment complexes provide a pleasant environment allinclusive of selfsufficient amenities including schools and hospitals..
P_76,Ashwani  Jangra,2.85 Cr,3,New Property,10,East,Semi-Furnished,Freehold,DLF Capital Greens 1 and 2,2,,Ready to Move,,5500,,"DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar",https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,1580,"17,812 per sqft",Its a 3 bhk apartment with 2 washrooms available
P_77,Happy Homez,70 Lac,3,New Property,2,East,Semi-Furnished,Freehold,,2,1,Ready to Move,,3000,,Chattarpur Extension,,1150,"5,469 per sqft","Registry  80 Percent Loan On Road Location 3 BHK Flat and 2 bhk flat Loan and Registery facilityModular Kitchen Available With ChimneyFalse Ceiling in every roomUPVC SlidingLift FacilityHindware fittings and fixtureValet ParkingTerrace Garden with open GYM at terraceCCTV SecurityNear Sultanpur, Chhattarpur, Qutub Minar Metro station.Near Market.Near CSKM School and Govt schoolsHospitals are very near just like Nanda, Yogmaya, Manchanda, Cronus, FortisClub and Gym just took 2 min to reachCall Me For Further Details."
P_78,Symbiosis Infra Pvt Ltd,5.20 Cr,3,New Property,3,,Semi-Furnished,Freehold,Sky Mansion By Risland,4,3,Under Construction,,1000,,"Sky Mansion By Risland, Chhattarpur",https://www.magicbricks.com/sky-mansion-by-risland-chhattarpur-new-delhi-pdpid-4d4235313239323237,2400,"15,975 per sqft","Risland Sky Mansion, an exemplary benchmark of luxury living in the heart of South Delhi, stands as the first 100 meter sky scrapper in the area. One of India’s most premium projects with wellcrafted 3 & 4 bedrooms and penthouses and uninterrupted views of Aravalli Greens."
P_79,Prince Properties,2.13 Cr,1,Resale,9,West,Unfurnished,Freehold,Godrej Prima,1,1,Under Construction,,2500,,"Godrej Prima, Okhla Phase 1",https://www.magicbricks.com/godrej-prima-okhla-phase-1-new-delhi-pdpid-4d4235333334333339,520,"25,850 per sqft","school 5 min away,Delhi public school upcoming Apollo Hospital  proposed  Govind puri metro line"
P_80,Shree Shivam Associates,1.60 Cr,3,Resale,8,North - East,Semi-Furnished,Freehold,,2,1,Ready to Move,,500,,Dwarka Sector 4,,1400,"10,000 per sqft",3bhk flat available for sale in dwarka sector 4
P_81,Vikram Properties,2.25 Cr,3,Resale,6,South -West,Unfurnished,Freehold,Saraswati Narmada Ganga Yamuna Apartment,2,2,Ready to Move,,2500,,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",https://www.magicbricks.com/saraswati-narmada-ganga-yamuna-apartment-vasant-kunj-new-delhi-pdpid-4d4235303334363632,1500,"14,062 per sqft","It is a 3 bedroom apartment in DDA Flats Vasant Kunj, New Delhi. it is ready to move in flat located in request. situated in a prominent locality ,it is a 5 10 years old property which is in its prime condition. Aesthetically designed the property has 2 bathrooms.the property has 3 balconies.the flat has a good view of the locality. the flat is a freehold property and has a super built up area of 15001600 sq fit.the flat offers good security.the unit has 2 open parking.The flat has 24 Hours Available water supply and NoRare Powercut and visitor car parking available in front of flat ."
